STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WDFG,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22,WV03
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/2/1965,,,1354,0,,0,0,,75,65,,,,160,,,30,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/3/1965,,,948,0,,0,0,,81,69,,,,180,,,20.8,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/4/1965,,,1600,0.03,,0,0,,81,69,,,,140,,,31.1,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/5/1965,,,1048,1.35,,0,0,,83,68,,,,170,,,36.7,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/6/1965,,,524,0.25,,0,0,,75,67,,,,110,,,23,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/7/1965,,,1448,0,,0,0,,80,68,,,,160,,,27.5,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/8/1965,,,248,0,,0,0,,80,69,,,,170,,,23,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/9/1965,,,2312,0,,0,0,,80,68,,,,160,,,26.4,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/10/1965,,,1130,0,,0,0,,82,69,,,,180,,,25.3,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/11/1965,,,418,0,,0,0,,80,71,,,,180,,,18.3,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/12/1965,,,1300,0.01,,0,0,,80,69,,,,30,,,17.2,1,,,,,,,1,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/13/1965,,,1512,0,,0,0,,82,69,,,,120,,,13.9,1,,,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/14/1965,,,1118,0,,0,0,,83,68,,,,170,,,24.2,1,,,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/15/1965,,,1630,0.02,,0,0,,80,61,,,,340,,,25.3,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/16/1965,,,2312,0,,0,0,,74,51,,,,180,,,18.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/17/1965,,,1218,0,,0,0,,80,48,,,,190,,,28.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/18/1965,,,1112,0,,0,0,,86,65,,,,200,,,26.4,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/19/1965,,,12,0.13,,0,0,,78,63,,,,60,,,19.5,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/20/1965,,,106,0,,0,0,,84,57,,,,350,,,11.4,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/21/1965,,,1542,0,,0,0,,83,59,,,,180,,,17.2,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/22/1965,,,1324,0,,0,0,,84,53,,,,150,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/23/1965,,,1412,0,,0,0,,82,60,,,,150,,,19.5,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/24/1965,,,1306,0,,0,0,,84,65,,,,170,,,23,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/25/1965,,,118,0,,0,0,,83,68,,,,170,,,19.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/26/1965,,,48,0.99,,0,0,,73,59,,,,310,,,36.7,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/27/1965,,,854,0,,0,0,,67,56,,,,350,,,21.9,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/28/1965,,,848,0,,0,0,,70,49,,,,360,,,21.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/29/1965,,,1042,0,,0,0,,76,49,,,,10,,,15,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",4/30/1965,,,2242,0,,0,0,,80,46,,,,190,,,15,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/1/1965,,,930,0,,0,0,,80,53,,,,160,,,21.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/2/1965,,,1618,0,,0,0,,81,58,,,,160,,,28.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/3/1965,,,1806,0,,0,0,,82,67,,,,160,,,28.9,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/4/1965,,,1424,0,,0,0,,80,70,,,,140,,,31.1,1,,,,,,,1,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/5/1965,,,2036,0.17,,0,0,,80,69,,,,140,,,35.6,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/6/1965,,,1654,0,,0,0,,82,68,,,,150,,,30,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/7/1965,,,1748,0,,0,0,,86,70,,,,150,,,32.2,,,,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/8/1965,,,1554,0,,0,0,,81,72,,,,140,,,28.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/9/1965,,,218,2.03,,0,0,,83,67,,,,240,,,36.7,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/10/1965,,,2306,3.05,,0,0,,82,67,,,,30,,,38,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/11/1965,,,0,0.26,,0,0,,75,67,,,,20,,,20.8,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/12/1965,,,1542,0,,0,0,,83,69,,,,140,,,17.2,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/13/1965,,,454,0.03,,0,0,,81,69,,,,160,,,52.8,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/14/1965,,,,0.05,,0,0,,78,70,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/15/1965,,,1518,0.01,,0,0,,86,71,,,,160,,,25.3,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/16/1965,,,1430,3.32,,0,0,,75,61,,,,310,,,78.3,1,,1,,1,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/17/1965,,,212,0.03,,0,0,,80,66,,,,120,,,49.4,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/18/1965,,,636,1.88,,0,0,,74,65,,,,250,,,27.5,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/19/1965,,,1506,0.13,,0,0,,79,65,,,,20,,,16.1,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/20/1965,,,1706,0,,0,0,,80,68,,,,10,,,24.2,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/21/1965,,,1730,0,,0,0,,83,66,,,,290,,,11.4,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/22/1965,,,2230,0,,0,0,,83,70,,,,150,,,15,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/23/1965,,,1642,0.37,,0,0,,81,72,,,,150,,,31.1,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/24/1965,,,800,0,,0,0,,87,73,,,,160,,,30,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/25/1965,,,1730,0,,0,0,,88,73,,,,160,,,33.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/26/1965,,,406,0.04,,0,0,,85,75,,,,180,,,33.3,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/27/1965,,,2254,0,,0,0,,88,75,,,,170,,,19.5,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/28/1965,,,1430,1.83,,0,0,,87,67,,,,360,,,36.7,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/29/1965,,,112,0.44,,0,0,,77,67,,,,310,,,34.4,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/30/1965,,,1648,0.05,,0,0,,77,66,,,,150,,,17.2,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",5/31/1965,,,1200,0,,0,0,,85,68,,,,160,,,24.2,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/1/1965,,,1342,0,,0,0,,86,72,,,,170,,,27.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/2/1965,,,818,0,,0,0,,88,73,,,,170,,,28.9,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/3/1965,,,1648,0,,0,0,,88,71,,,,160,,,23,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/4/1965,,,2048,0,,0,0,,89,72,,,,140,,,34.4,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/5/1965,,,1012,0.84,,0,0,,77,64,,,,360,,,30,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/6/1965,,,1806,0,,0,0,,83,64,,,,120,,,25.3,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/7/1965,,,1618,0,,0,0,,86,65,,,,180,,,15,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/8/1965,,,1154,0,,0,0,,88,74,,,,170,,,23,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/9/1965,,,1148,0,,0,0,,88,71,,,,180,,,23,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/10/1965,,,1618,0,,0,0,,87,70,,,,130,,,26.4,1,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/11/1965,,,1806,0,,0,0,,88,70,,,,150,,,18.3,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/12/1965,,,1054,0,,0,0,,89,68,,,,220,,,16.1,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/13/1965,,,754,0,,0,0,,90,71,,,,210,,,25.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/14/1965,,,854,0,,0,0,,92,72,,,,180,,,23,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/15/1965,,,2254,0,,0,0,,92,74,,,,110,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/16/1965,,,1542,0,,0,0,,93,73,,,,150,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/17/1965,,,1842,0,,0,0,,91,76,,,,180,,,25.3,,,1,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/18/1965,,,1554,0,,0,0,,89,73,,,,30,,,19.5,1,,,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/19/1965,,,1918,0,,0,0,,90,70,,,,120,,,19.5,,,,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/20/1965,,,1230,0,,0,0,,90,71,,,,140,,,16.1,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/21/1965,,,1530,0,,0,0,,89,72,,,,150,,,25.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/22/1965,,,1500,0.05,,0,0,,91,75,,,,160,,,32.2,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/23/1965,,,1600,0,,0,0,,90,75,,,,170,,,24.2,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/24/1965,,,1736,0,,0,0,,92,74,,,,150,,,18.3,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/25/1965,,,1830,0,,0,0,,93,73,,,,160,,,26.4,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/26/1965,,,1800,0,,0,0,,91,75,,,,150,,,30,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/27/1965,,,1224,0,,0,0,,92,72,,,,160,,,32.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/28/1965,,,1806,0,,0,0,,91,72,,,,160,,,24.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/29/1965,,,1854,0,,0,0,,92,71,,,,140,,,27.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",6/30/1965,,,1630,0,,0,0,,92,72,,,,120,,,16.1,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/1/1965,,,1324,0,,0,0,,92,71,,,,130,,,27.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/2/1965,,,1406,0,,0,0,,94,71,,,,180,,,25.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/3/1965,,,1512,0,,0,0,,91,71,,,,150,,,17.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/4/1965,,,1618,0,,0,0,,92,72,,,,140,,,18.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/5/1965,,,1030,0,,0,0,,96,73,,,,180,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/6/1965,,,1942,0,,0,0,,96,73,,,,160,,,21.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/7/1965,,,2318,0,,0,0,,97,75,,,,180,,,24.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/8/1965,,,1812,0,,0,0,,96,74,,,,190,,,26.4,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/9/1965,,,754,0,,0,0,,96,74,,,,190,,,25.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/10/1965,,,842,0,,0,0,,96,74,,,,210,,,19.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/11/1965,,,800,0,,0,0,,96,74,,,,220,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/12/1965,,,1412,0,,0,0,,97,76,,,,180,,,19.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/13/1965,,,1200,0,,0,0,,97,74,,,,120,,,21.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/14/1965,,,,0.06,,0,0,,96,74,,,,,,,,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/15/1965,,,1906,0.09,,0,0,,95,71,,,,330,,,26.4,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/16/1965,,,1754,0,,0,0,,96,71,,,,150,,,25.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/17/1965,,,1242,0,,0,0,,96,74,,,,210,,,17.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/18/1965,,,1448,0,,0,0,,97,75,,,,140,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/19/1965,,,824,0,,0,0,,96,74,,,,190,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/20/1965,,,1318,0,,0,0,,95,72,,,,210,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/21/1965,,,1236,0,,0,0,,96,72,,,,210,,,18.3,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/22/1965,,,1800,0,,0,0,,98,72,,,,120,,,15,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/23/1965,,,1636,0,,0,0,,97,76,,,,140,,,17.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/24/1965,,,1554,0,,0,0,,95,75,,,,160,,,21.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/25/1965,,,1636,0,,0,0,,92,75,,,,130,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/26/1965,,,,0,,0,0,,95,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/27/1965,,,1648,0,,0,0,,97,75,,,,170,,,17.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/28/1965,,,1354,0,,0,0,,99,74,,,,100,,,15,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/29/1965,,,1530,0.3,,0,0,,93,76,,,,10,,,27.5,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/30/1965,,,1318,0,,0,0,,93,72,,,,20,,,24.2,,,,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",7/31/1965,,,1348,0,,0,0,,95,64,,,,30,,,27.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/1/1965,,,1224,0,,0,0,,93,70,,,,10,,,24.2,,,,,,,,1,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/2/1965,,,1700,0,,0,0,,94,74,,,,30,,,15,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/3/1965,,,1918,0,,0,0,,95,69,,,,150,,,24.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/4/1965,,,1154,0,,0,0,,94,69,,,,90,,,24.2,1,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/5/1965,,,1242,0,,0,0,,92,74,,,,150,,,34.4,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/6/1965,,,1230,0.36,,0,0,,90,76,,,,200,,,34.4,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/7/1965,,,1130,0,,0,0,,95,73,,,,190,,,24.2,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/8/1965,,,1930,0,,0,0,,98,75,,,,360,,,35.6,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/9/1965,,,1636,0.57,,0,0,,98,74,,,,300,,,56.4,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/10/1965,,,1824,0.8,,0,0,,93,71,,,,170,,,34.4,,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/11/1965,,,1900,0,,0,0,,94,70,,,,180,,,27.5,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/12/1965,,,2136,0,,0,0,,93,67,,,,120,,,21.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/13/1965,,,1448,0,,0,0,,91,68,,,,140,,,19.5,1,,,,,,,1,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/14/1965,,,1818,0.02,,0,0,,93,71,,,,150,,,28.9,,,,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/15/1965,,,1312,0.04,,0,0,,89,72,,,,130,,,18.3,1,,1,,,,,,,,,,,,1,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/16/1965,,,1000,0,,0,0,,93,75,,,,190,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/17/1965,,,2042,0,,0,0,,95,73,,,,150,,,23,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/18/1965,,,1730,0,,0,0,,95,72,,,,180,,,28.9,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/19/1965,,,1748,0,,0,0,,97,73,,,,160,,,26.4,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/20/1965,,,1648,0,,0,0,,96,72,,,,190,,,24.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/21/1965,,,1454,0,,0,0,,97,72,,,,180,,,20.8,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/22/1965,,,1024,0,,0,0,,95,73,,,,210,,,17.2,,,,,,,,,,,,,,,,,,,,
USW00013904,"AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US",8/23/1965,,,1818,0,,0,0,,96,77,,,,90,,,19.5,,,,,,,,,,,,,,,,,,,,
